date,open,high,low,close,volume,sma_5,sma_20,ema_12,ema_26,rsi,macd,macd_signal,upper_Band,lower_Band,stoch_k,stoch_d,atr,adx
2018-01-01,42.630001068115234,42.647499084472656,42.30500030517578,42.307498931884766,103999600.0,42.39999923706055,43.1991247177124,42.77853874886837,42.94096889120812,36.62638258784218,-0.16243014233975117,0.006934210223938398,44.37932371877589,42.01892571664891,0.13248900099525932,2.1823135573429933,0.48033111982807514,20.496032511647723
2018-01-02,42.540000915527344,43.07500076293945,42.314998626708984,43.064998626708984,102223600.0,42.45899887084961,43.19899959564209,42.822609499305386,42.950156279023,51.99114302683531,-0.12754677971761197,-0.019961987764371674,44.37925491722243,42.01874427406175,14.992662015186184,5.083465176600709,0.5008433134871189,19.29635117651298
2018-01-03,43.13249969482422,43.63750076293945,42.9900016784668,43.057498931884766,118071600.0,42.60899887084961,43.19912452697754,42.85874633508683,42.95810758664239,51.85709165445023,-0.09936125155556397,-0.035841840522610136,44.37931937958693,42.01892967436815,29.705782255682056,14.943644423954304,0.5113187257003715,18.983801573581353
2018-01-04,43.1349983215332,43.36750030517578,43.02000045776367,43.25749969482422,89738400.0,42.7989990234375,43.18737449645996,42.92009300581566,42.98028477984104,55.17621341721445,-0.06019177402538389,-0.04071182722316489,44.36030897879705,42.01444001412287,50.14065752155196,31.613033930806537,0.49961737725120997,18.693576942287695
2018-01-05,43.36000061035156,43.842498779296875,43.26250076293945,43.75,94640000.0,43.08749923706055,43.20024948120117,43.04777100492094,43.03730072207504,62.104664478676376,0.010470282845901124,-0.030475405209351686,44.39180366735694,42.0086952950454,66.31401388628039,48.72015122117127,0.5057160706241705,19.332960588685033
2018-01-06,43.36000061035156,43.842498779296875,43.26250076293945,43.75,94640000.0,43.375999450683594,43.213124465942386,43.1558062349331,43.09009326118059,62.104664478676376,0.06571297375251106,-0.011237729416979135,44.422463680297504,42.00378525158727,82.63442302470388,66.36303147751188,0.5110219238908312,19.926673974625412
2018-01-07,43.36000061035156,43.842498779296875,43.26250076293945,43.75,94640000.0,43.5129997253418,43.195374488830566,43.24722066032801,43.13897524183388,62.104664478676376,0.10824541849412839,0.01265890016524237,44.36147908366684,42.02926989399429,93.22583265037935,80.72475652045433,0.5159487876384449,20.477979261570056
2018-01-08,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,82271200.0,43.61900024414062,43.19299964904785,43.29957156272046,43.172199411022405,58.38562829692926,0.12737215169805438,0.03560155047180477,44.35570178907528,42.030297509020414,88.91114650773113,88.25713406093791,0.509095444495883,21.109042110820155
2018-01-09,43.63750076293945,43.76499938964844,43.352500915527344,43.58250045776367,86336000.0,43.684000396728514,43.19274959564209,43.3430990850348,43.20259208115139,58.26997734846414,0.14050700388341397,0.05658264115412661,44.35511436031356,42.030384830970625,84.49210838609659,88.87636251473548,0.5021956608976837,21.223592370686756
2018-01-10,43.290000915527344,43.57500076293945,43.25,43.5724983215332,95839600.0,43.64850006103516,43.1837495803833,43.37839127526532,43.22999254340189,58.02243252334613,0.14839873186343056,0.0749458592959874,44.33133219983115,42.03616696093545,79.86436630648939,84.42254040010549,0.49007457495954004,20.965857890084333
